NO,NEGERI,PPD,PERINGKAT,JENIS,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINAT_X,KOORDINAT_Y
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0045,SEKOLAH KEBANGSAAN AYER TERJUN,KG AYER TERJUN,22000,JERTEH,01165751543,TIADA,TBA0045@moe.edu.my,Bandar,SK,308.0,31.0,ADA,ADA,102.4658208,5.765916184
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0046,SEKOLAH KEBANGSAAN TOK MOTONG,KAMPUNG TOK MOTONG,22000,JERTEH,096979192,,TBA0046@moe.edu.my,Bandar,SK,255.0,26.0,TIADA,ADA,102.4422238,5.751245905
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0048,SEKOLAH KEBANGSAAN DARAU,KG.DARAU,22000,JERTEH,096972885,096976254,TBA0048@moe.edu.my,Bandar,SK,303.0,28.0,TIADA,ADA,102.5044838,5.669736486
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0049,SEKOLAH KEBANGSAAN PASIR AKAR,KG. PASIR AKAR,22000,JERTEH,096902141,096902140,TBA0049@moe.edu.my,Luar Bandar,SK,559.0,45.0,ADA,ADA,102.503,5.63997
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0050,SEKOLAH KEBANGSAAN SERI PAYONG,KAMPUNG BUKIT PAYONG,22010,JERTEH,096061214,096062595,TBA0050@moe.edu.my,Luar Bandar,SK,355.0,37.0,ADA,ADA,102.493,5.58667
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0051,SEKOLAH KEBANGSAAN (FELDA) TENANG,FELDA TENANG,22010,JERTEH,0199777882,TIADA,TBA0051@moe.edu.my,Luar Bandar,SK,167.0,17.0,TIADA,ADA,102.499,5.56244
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0052,SEKOLAH KEBANGSAAN PANCHOR,KAMPUNG  PANCHOR,22010,JERTEH,096060488,096060488,TBA0052@moe.edu.my,Luar Bandar,SK,115.0,19.0,ADA,ADA,102.488,5.54112
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0053,SEKOLAH KEBANGSAAN KAMPUNG LA,KAMPUNG LA,22010,JERTEH,TIADA,TIADA,TBA0053@moe.edu.my,Luar Bandar,SK,125.0,16.0,TIADA,ADA,102.482,5.52524
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0054,SEKOLAH KEBANGSAAN KERUAK,KAMPUNG BELAO,22010,JERTEH,TIADA,TIADA,TBA0054@moe.edu.my,Luar Bandar,SK,316.0,29.0,TIADA,ADA,102.492,5.48491
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0055,SEKOLAH KEBANGSAAN KUALA KUBANG,KAMPUNG KUALA KUBANG,22020,JERTEH,01165752518,TIADA,TBA0055@moe.edu.my,Luar Bandar,SK,123.0,17.0,TIADA,ADA,102.583,5.65721
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0067,SEKOLAH KEBANGSAAN (FELDA) SELASIH,"KG.  FELDA SELASIH, WAKIL POS TOK DOR",22020,JERTEH,096978167,TIADA,TBA0067@moe.edu.my,Luar Bandar,SK,113.0,17.0,TIADA,ADA,102.619,5.64315
,TERENGGANU,PPD BESUT,Rendah,SK KHAS,TBA0068,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS BESUT,ALOR LINTANG,22200,KAMPUNG RAJA,096902430,096903478,TBA0068@moe.edu.my,Bandar,SK,29.0,26.0,ADA,TIADA,102.5453703,5.773865162
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0069,SEKOLAH KEBANGSAAN KUALA BESUT 2,KUALA BESUT,22300,BESUT,096902354,,TBA0069@moe.edu.my,Bandar,SK,420.0,35.0,TIADA,ADA,102.5455654,5.829605855
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0070,SEKOLAH KEBANGSAAN TENGKU MAHMUD 2,JALAN GONG KEPAS DALAM,22200,BESUT,096957795,096954009,TBA0070@moe.edu.my,Bandar,SK,660.0,53.0,ADA,ADA,102.5654405,5.764145838
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0072,SEKOLAH KEBANGSAAN LUBUK KAWAH,KG CERANG MELILING,22000,JERTEH,096976397,TIADA,TBA0072@moe.edu.my,Bandar,SK,491.0,43.0,TIADA,ADA,102.49113,5.72322
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0073,SEKOLAH KEBANGSAAN ALOR KELADI,KAMPONG ALOR KELADI,22000,JERTEH,096971946,096975687,TBA0073@moe.edu.my,Bandar,SK,269.0,34.0,ADA,ADA,102.4930917,5.693484173
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0074,SEKOLAH KEBANGSAAN KAMPUNG NAIL,KAMPUNG NAIL,22300,KUALA BESUT,096910218,096910187,TBA0074@moe.edu.my,Bandar,SK,352.0,29.0,TIADA,ADA,102.554,5.82402
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0075,SEKOLAH KEBANGSAAN SEBERANG JERTEH,KG. PENGKALAN SENTOL,22000,JERTEH,096975229,096975229,TBA0075@moe.edu.my,Bandar,SK,207.0,27.0,ADA,ADA,102.491,5.74302
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0076,SEKOLAH KEBANGSAAN PERMAISURI NUR ZAHIRAH,KG. LIMBONGAN,22200,BESUT,096953248,096953260,TBA0076@moe.edu.my,Bandar,SK,550.0,52.0,ADA,ADA,102.581,5.80346
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0077,SEKOLAH KEBANGSAAN PELAGAT,KG PADANG LUAS,22000,JERTEH,096902296,TIADA,TBA0077@moe.edu.my,Bandar,SK,338.0,32.0,ADA,ADA,102.4716378,5.736503166
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0078,SEKOLAH KEBANGSAAN ANAK IKAN,KG TOK DOR,22020,JERTEH,096945016,096945015,TBA0078@moe.edu.my,Luar Bandar,SK,269.0,32.0,ADA,ADA,102.6742877,5.629533946
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0079,SEKOLAH KEBANGSAAN PADANG LANDAK,PADANG LANDAK,22000,JERTEH,096978849,096979045,TBA0079@moe.edu.my,Bandar,SK,181.0,17.0,TIADA,ADA,102.45456,5.73989
,TERENGGANU,PPD BESUT,Rendah,SK,TBA0080,SEKOLAH KEBANGSAAN NYIUR TUJUH,KAMPUNG NYIUR TUJUH,22000,JERTEH,01165751799,01165751799,TBA0080@moe.edu.my,Bandar,SK,307.0,35.0,ADA,ADA,102.5150522,5.74384867
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1001,SEKOLAH KEBANGSAAN KUALA DUNGUN,KAMPUNG MOLEK,23000,DUNGUN,098481395,098457236,TBA1001@moe.edu.my,Bandar,SK,619.0,53.0,ADA,ADA,103.415,4.76998
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1002,SEKOLAH KEBANGSAAN DURIAN MAS 1,BANDAR AL MUKTAFI BILLAH SHAH,23400,DUNGUN,098223344,098223345,TBA1002@moe.edu.my,Luar Bandar,SK,311.0,33.0,ADA,ADA,103.206,4.62518
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1003,SEKOLAH KEBANGSAAN PUSAT DUNGUN,KG. BUKIT CHATAK,23000,DUNGUN,098481436,098445154,TBA1003@moe.edu.my,Bandar,SK,588.0,47.0,TIADA,ADA,103.413,4.76812
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1004,SEKOLAH KEBANGSAAN BANDAR DUNGUN,JALAN SK BANDAR,23000,DUNGUN,098481336,098481336,TBA1004@moe.edu.my,Bandar,SK,420.0,32.0,TIADA,ADA,103.4170477,4.765602797
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1005,SEKOLAH KEBANGSAAN BUKIT BESI,KG. BUKIT BESI,23200,DUNGUN,098337268,098337268,TBA1005@moe.edu.my,Luar Bandar,SK,425.0,37.0,ADA,ADA,103.193944,4.754270834
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1006,SEKOLAH KEBANGSAAN TEBING TEMBAH,KAMPUNG TEBING TEMBAH,23100,PAKA,098275818,TIADA,TBA1006@moe.edu.my,Bandar,SK,399.0,32.0,TIADA,ADA,103.4262102,4.652352535
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1007,SEKOLAH KEBANGSAAN KAMPUNG NYIOR,JLN SK KAMPUNG NYIOR,23100,PAKA,098286621,098286621,TBA1007@moe.edu.my,Bandar,SK,698.0,55.0,ADA,ADA,103.4135717,4.661823813
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1008,SEKOLAH KEBANGSAAN PAKA,LORONG 1 KAMPUNG LIMBONG,23100,PAKA,098286951,098286952,TBA1008@moe.edu.my,Bandar,SK,1047.0,71.0,TIADA,ADA,103.4355452,4.637525359
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1009,SEKOLAH KEBANGSAAN SURA,JALAN SEKOLAH SURA,23000,DUNGUN,098481000,098483000,TBA1009@moe.edu.my,Bandar,SK,1414.0,99.0,TIADA,ADA,103.4237614,4.733660649
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1010,SEKOLAH KEBANGSAAN SEBERANG DUNGUN,KG. SEBERANG PINTASAN,23050,DUNGUN,098451475,098451475,TBA1010@moe.edu.my,Bandar,SK,381.0,36.0,ADA,ADA,103.432,4.78586
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1011,SEKOLAH KEBANGSAAN KUALA ABANG,DUNGUN,23050,DUNGUN,098454435,098454435,TBA1011@moe.edu.my,Bandar,SK,201.0,18.0,TIADA,ADA,103.4063027,4.842629339
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1012,SEKOLAH KEBANGSAAN PULAU SERAI,KAMPUNG PULAU SERAI,23000,DUNGUN,098481672,098481672,TBA1012@moe.edu.my,Bandar,SK,859.0,64.0,ADA,ADA,103.39789,4.78623475
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1013,SEKOLAH KEBANGSAAN DELONG,KG DELONG,23000,DUNGUN,098449712,098449711,TBA1013@moe.edu.my,Luar Bandar,SK,76.0,13.0,TIADA,ADA,103.3088237,4.810471285
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1014,SEKOLAH KEBANGSAAN PADANG PULUT,KAMPUNG PADANG PULUT,23000,DUNGUN,098449542,098449541,TBA1014@moe.edu.my,Luar Bandar,SK,397.0,35.0,ADA,ADA,103.2631154,4.807205597
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1015,SEKOLAH KEBANGSAAN KAMPUNG WA,KAMPUNG WA,23000,DUNGUN,098389112,098389112,TBA1015@moe.edu.my,Luar Bandar,SK,100.0,13.0,TIADA,ADA,103.2189438,4.815702838
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1016,SEKOLAH KEBANGSAAN JERANGAU,KAMPUNG JERANGAU SUNGAI,23200,BUKIT BESI,098385617,098385617,TBA1016@moe.edu.my,Luar Bandar,SK,124.0,18.0,TIADA,ADA,103.201,4.84432
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1017,SEKOLAH KEBANGSAAN DENDANG,"KG. DENDANG, BUKIT BESI",23200,DUNGUN,098385924,098385924,TBA1017@moe.edu.my,Luar Bandar,SK,233.0,22.0,ADA,ADA,103.181,4.81813
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1018,SEKOLAH KEBANGSAAN TEPUS,KAMPUNG TEPUS,23200,BUKIT BESI,098336112,098336110,TBA1018@moe.edu.my,Luar Bandar,SK,42.0,11.0,TIADA,ADA,103.1472112,4.808176053
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1019,SEKOLAH KEBANGSAAN MINDA TALONG,KG. MINDA,23000,DUNGUN,098336062,098336062,TBA1019@moe.edu.my,Luar Bandar,SK,69.0,13.0,TIADA,ADA,103.1050284,4.776290967
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1020,SEKOLAH KEBANGSAAN KUALA JENGAL,KAMPUNG KUALA JENGAL,23000,DUNGUN,098333131,098333132,TBA1020@moe.edu.my,Luar Bandar,SK,124.0,17.0,TIADA,ADA,103.083931,4.723476681
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1021,SEKOLAH KEBANGSAAN JONGOK BATU,KAMPUNG JONGOK BATU,23000,DUNGUN,098333505,098333505,TBA1021@moe.edu.my,Luar Bandar,SK,61.0,11.0,TIADA,ADA,103.051,4.67879
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1022,SEKOLAH KEBANGSAAN PASIR RAJA,KG. PASIR RAJA,23000,DUNGUN,098331112,098331111,TBA1022@moe.edu.my,Luar Bandar,SK,58.0,15.0,ADA,ADA,102.9758091,4.564755702
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1023,SEKOLAH KEBANGSAAN KAMPUNG SHUKOR,KAMPUNG SHUKOR,23000,DUNGUN,098331013,TIADA,TBA1023@moe.edu.my,Luar Bandar,SK,64.0,12.0,TIADA,ADA,102.995,4.5862
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1024,SEKOLAH KEBANGSAAN SANTONG,JALAN SANTONG,23100,PAKA,098010110,TIADA,TBA1024@moe.edu.my,Bandar,SK,100.0,14.0,ADA,ADA,103.3813658,4.62185734
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1025,SEKOLAH KEBANGSAAN BATU 48,"JALAN HOSPITAL, KG. PAK SABAH",23000,DUNGUN,098481489,098481905,TBA1025@moe.edu.my,Bandar,SK,778.0,54.0,TIADA,ADA,103.4132266,4.753752038
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1026,SEKOLAH KEBANGSAAN TOK KAH,"JALAN TOK KAH/JERANGAU, KG TOK KAH",23000,DUNGUN,098449511,TIADA,TBA1026@moe.edu.my,Luar Bandar,SK,142.0,17.0,TIADA,ADA,103.3608833,4.804799265
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1027,SEKOLAH KEBANGSAAN DURIAN MENTANGAU,KAMPUNG DURIAN MENTANGAU,23100,PAKA,098281804,TIADA,TBA1027@moe.edu.my,Luar Bandar,SK,145.0,14.0,TIADA,ADA,103.3544846,4.683391925
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1028,SEKOLAH KEBANGSAAN LINTANG,KAMPUNG LINTANG,23000,DUNGUN,098449811,098449810,TBA1028@moe.edu.my,Luar Bandar,SK,76.0,13.0,TIADA,ADA,103.236,4.82984
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1029,SEKOLAH KEBANGSAAN (FELDA) KERTEH 1,KETENGAH JAYA,23300,DUNGUN,098204278,098203545,TBA1029@moe.edu.my,Bandar,SK,447.0,40.0,TIADA,ADA,103.3142635,4.569874146
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1030,SEKOLAH KEBANGSAAN LADANG GAJAH MATI,"LADANG GAJAH MATI, BUKIT BESI",23200,DUNGUN,01165755309,TIADA,TBA1030@moe.edu.my,Luar Bandar,SK,36.0,11.0,TIADA,ADA,103.207,4.69416
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1031,SEKOLAH KEBANGSAAN KAMPUNG BARU KUALA ABANG,"KAMPUNG BARU, KUALA ABANG",23050,DUNGUN,01165751877,,TBA1031@moe.edu.my,Bandar,SK,424.0,33.0,TIADA,ADA,103.402,4.82487
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1032,SEKOLAH KEBANGSAAN SERDANG,KAMPUNG SERDANG,23000,DUNGUN,098422630,098422632,TBA1032@moe.edu.my,Luar Bandar,SK,123.0,17.0,TIADA,ADA,103.3386618,4.784111895
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1033,SEKOLAH KEBANGSAAN DURIAN MAS 2,BANDAR AL-MUKTAFI BILLAH SHAH,23400,DUNGUN,098223536,098223533,TBA1033@moe.edu.my,Luar Bandar,SK,361.0,37.0,TIADA,ADA,103.1999937,4.619222829
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1034,SEKOLAH KEBANGSAAN SERI PAKA,JALAN RAMBAI OFF JALAN SANTONG,23100,PAKA,098272686,TIADA,TBA1034@moe.edu.my,Bandar,SK,972.0,65.0,TIADA,ADA,103.4333038,4.623292115
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1035,SEKOLAH KEBANGSAAN BALAI BESAR,"KAMPUNG PAYA, BALAI BESAR",23000,DUNGUN,098453424,098423721,TBA1035@moe.edu.my,Bandar,SK,738.0,51.0,TIADA,ADA,103.41,4.73178
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1037,SEKOLAH KEBANGSAAN FELDA SERI RASAU,KETENGAH JAYA,23300,DUNGUN,098200354,098204300,TBA1037@moe.edu.my,Luar Bandar,SK,544.0,45.0,ADA,ADA,103.3197861,4.65984484
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1038,SEKOLAH KEBANGSAAN LKTP JERANGAU,W/POS FELDA JERANGAU,21820,AJIL,098384575,098385676,TBA1038@moe.edu.my,Luar Bandar,SK,313.0,31.0,ADA,ADA,103.1911319,4.903493822
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1039,SEKOLAH KEBANGSAAN TANJUNG PATI,KG. CHE LIJAH,23000,DUNGUN,098457342,098441034,TBA1039@moe.edu.my,Bandar,SK,292.0,33.0,ADA,ADA,103.389,4.76021
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1040,SEKOLAH KEBANGSAAN PAKA II,PAKA,23100,PAKA,098286961,098286960,TBA1040@moe.edu.my,Bandar,SK,696.0,64.0,ADA,ADA,103.4369223,4.608321757
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1041,SEKOLAH KEBANGSAAN BATU 7,JALAN PAKA,23000,DUNGUN,098443522,098444962,TBA1041@moe.edu.my,Bandar,SK,728.0,50.0,TIADA,ADA,103.3957328,4.7122234
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1042,SEKOLAH KEBANGSAAN KETENGAH JAYA II,KETENGAH JAYA,23300,DUNGUN,098204986,098202527,TBA1042@moe.edu.my,Bandar,SK,255.0,37.0,ADA,ADA,103.304464,4.574626652
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1043,SEKOLAH KEBANGSAAN KOMPLEKS RANTAU ABANG,RHU BATIL KUALA ABANG,23050,DUNGUN,098422782,TIADA,TBA1043@moe.edu.my,Bandar,SK,163.0,22.0,ADA,ADA,103.3966915,4.840035094
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1044,SEKOLAH KEBANGSAAN PAKA III,"JALAN PERUMAHAN TNB, PAKA",23100,PAKA,098271795,098277136,TBA1044@moe.edu.my,Bandar,SK,562.0,44.0,ADA,ADA,103.431064,4.607769
,TERENGGANU,PPD DUNGUN,Rendah,SK,TBA1045,SEKOLAH KEBANGSAAN GONG PASIR,KAMPUNG GONG PASIR,23000,DUNGUN,098442475,098442488,TBA1045@moe.edu.my,Bandar,SK,592.0,42.0,TIADA,ADA,103.404,4.75282
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2001,SEKOLAH KEBANGSAAN CHUKAI,JALAN PENGHIBURAN,24000,KEMAMAN,098591529,TIADA,TBA2001@moe.edu.my,Bandar,SK,981.0,80.0,ADA,ADA,103.421,4.23733
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2002,SEKOLAH KEBANGSAAN PUSAT,KM 5 CHUKAI,24000,KEMAMAN,098594985,098594985,TBA2002@moe.edu.my,Bandar,SK,919.0,67.0,ADA,ADA,103.393193,4.239186
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2003,SEKOLAH KEBANGSAAN SERI GELIGA,KAMPUNG GELIGA,24000,KEMAMAN,098683795,098683385,TBA2003@moe.edu.my,Bandar,SK,1518.0,103.0,ADA,ADA,103.43951,4.20743
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2004,SEKOLAH KEBANGSAAN BUKIT MENTOK,JALAN BUKIT MENTOK,24000,KEMAMAN,098595368,098595368,TBA2004@moe.edu.my,Bandar,SK,598.0,42.0,TIADA,ADA,103.406,4.22236
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2005,SEKOLAH KEBANGSAAN BINJAI,JALAN AIR PUTEH,24000,KEMAMAN,098503762,098503760,TBA2005@moe.edu.my,Luar Bandar,SK,1078.0,81.0,ADA,ADA,103.366,4.22967
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2006,SEKOLAH KEBANGSAAN PASIR GAJAH,KAMPUNG PASIR GAJAH,24030,KEMAMAN,098591264,098591264,TBA2006@moe.edu.my,Luar Bandar,SK,181.0,21.0,TIADA,ADA,103.296,4.23783
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2007,SEKOLAH KEBANGSAAN SEBERANG TAYOR,JALAN AIR PUTIH,24000,KEMAMAN,098586160,098586160,TBA2007@moe.edu.my,Luar Bandar,SK,172.0,20.0,ADA,ADA,103.268,4.26645
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2008,SEKOLAH KEBANGSAAN RKT SEBERANG TAYOR,JALAN AIR PUTIH,24020,"CUKAI, KEMAMAN",098592248,098592248,TBA2008@moe.edu.my,Luar Bandar,SK,140.0,18.0,TIADA,ADA,103.254,4.27707
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2009,SEKOLAH KEBANGSAAN AYER PUTEH,KAMPUNG  AYER  PUTEH,24050,CHUKAI KEMAMAN,098594300,098594300,TBA2009@moe.edu.my,Luar Bandar,SK,360.0,31.0,TIADA,ADA,103.212,4.26935
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2010,SEKOLAH KEBANGSAAN IBOK,"SK IBOK, JALAN MAK CHILI",24040,KEMAMAN,01165752501,TIADA,TBA2010@moe.edu.my,Luar Bandar,SK,312.0,34.0,ADA,ADA,103.368,4.31817
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2011,SEKOLAH KEBANGSAAN BUKIT KUANG,KG. BUKIT KUANG,24000,CUKAI,098502662,098502660,TBA2011@moe.edu.my,Bandar,SK,1164.0,81.0,ADA,ADA,103.433,4.26559
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2012,SEKOLAH KEBANGSAAN TELOK KALONG,KG TELOK KALONG,24000,KEMAMAN,098631360,098631360,TBA2012@moe.edu.my,Luar Bandar,SK,604.0,45.0,TIADA,ADA,103.475,4.28705
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2013,SEKOLAH KEBANGSAAN KIJAL,"JALAN PANTAI, KG IBAI",24100,KIJAL,098589952,098589952,TBA2013@moe.edu.my,Luar Bandar,SK,776.0,55.0,TIADA,ADA,103.483,4.33634
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2014,SEKOLAH KEBANGSAAN MERAGA BERIS,MERAGA BERIS,24100,KIJAL,098634289,TIADA,TBA2014@moe.edu.my,Luar Bandar,SK,619.0,52.0,ADA,ADA,103.4613,4.36984
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2015,SEKOLAH KEBANGSAAN KEMASEK,JALAN AYER JERNIH,24200,KEMAMAN,098640643,098640632,TBA2015@moe.edu.my,Bandar,SK,954.0,68.0,ADA,ADA,103.449,4.42664
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2016,SEKOLAH KEBANGSAAN AYER JERNEH,"KG. AYER JERNEH, KEMASEK",24210,KEMAMAN,098881264,098881264,TBA2016@moe.edu.my,Bandar,SK,202.0,22.0,TIADA,ADA,103.397,4.40671
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2017,SEKOLAH KEBANGSAAN KERTEH,JALAN ILMU,24300,KERTEH,098260050,098260051,TBA2017@moe.edu.my,Luar Bandar,SK,700.0,54.0,TIADA,ADA,103.441,4.50665
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2018,SEKOLAH KEBANGSAAN PENGKALAN RANGGON,SEKOLAH KEBANGSAAN PENGKALAN RANGGON,24300,KERTEH,098260540,TIADA,TBA2018@moe.edu.my,Luar Bandar,SK,281.0,33.0,ADA,ADA,103.406,4.55263
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2019,SEKOLAH KEBANGSAAN KG CHABANG,KAMPUNG CHABANG,24300,KERTEH,098262700,098266846,TBA2019@moe.edu.my,Luar Bandar,SK,167.0,19.0,TIADA,ADA,103.443,4.50639
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2021,SEKOLAH KEBANGSAAN PADANG KUBU,JALAN JERANGAU - JABOR,24010,KEMAMAN,098226288,098226145,TBA2021@moe.edu.my,Luar Bandar,SK,223.0,24.0,TIADA,ADA,103.25672,4.40885
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2023,SEKOLAH KEBANGSAAN CHENEH BARU,BANDAR CHENEH BARU,24000,"CHUKAI, KEMAMAN",098730270,098730270,TBA2023@moe.edu.my,Luar Bandar,SK,672.0,51.0,ADA,ADA,103.237,4.11712
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2035,SEKOLAH KEBANGSAAN FELDA NERAM SATU,FELDA NERAM SATU,24060,KEMAMAN,01165731339,,TBA2035@moe.edu.my,Luar Bandar,SK,455.0,38.0,ADA,ADA,103.278,4.01339
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2037,SEKOLAH KEBANGSAAN SERI BANDI,BANDAR SERI BANDI KEMASEK,24220,KEMAMAN,098676280,098676032,TBA2037@moe.edu.my,Luar Bandar,SK,292.0,28.0,TIADA,ADA,103.321,4.38015
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2038,SEKOLAH KEBANGSAAN KAMPONG BAHARU FELDA NERAM I,KAMPONG BAHARU FELDA NERAM 1,24060,KEMAMAN,01165731833,TIADA,TBA2038@moe.edu.my,Luar Bandar,SK,192.0,20.0,TIADA,ADA,103.279,3.99475
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2039,SEKOLAH KEBANGSAAN LEMBAH JABOR,KEMAMAN,26150,KUANTAN,01165732326,TIADA,TBA2039@moe.edu.my,Bandar,SK,265.0,29.0,TIADA,ADA,103.304,3.95537
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2040,SEKOLAH KEBANGSAAN (FELDA) CHERUL,W/P BANDAR CENEH BARU,24000,KEMAMAN,098730969,098733510,TBA2040@moe.edu.my,Luar Bandar,SK,261.0,28.0,TIADA,ADA,103.178,4.12421
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2041,SEKOLAH KEBANGSAAN SERI KEMAMAN,"HADAPAN TADIKA YAYASAN LOT 144, KG. GONG LIMAU",24000,KEMAMAN,098591251,TIADA,TBA2041@moe.edu.my,Bandar,SK,643.0,46.0,TIADA,ADA,103.421,4.24646
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2042,SEKOLAH KEBANGSAAN PAYOH,"KG PAYOH,KEMASEK",24210,CHUKAI,098881342,098881341,TBA2042@moe.edu.my,Luar Bandar,SK,222.0,22.0,TIADA,ADA,103.398,4.38265
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2043,SEKOLAH KEBANGSAAN CHENEH BARU 2,BANDAR CHENEH BARU,24000,KEMAMAN,098730326,098733108,TBA2043@moe.edu.my,Luar Bandar,SK,218.0,24.0,TIADA,ADA,103.235,4.12978
,TERENGGANU,PPD KEMAMAN,Rendah,SK,TBA2044,SEKOLAH KEBANGSAAN SERI IMAN,"JALAN KG. GONG LIMAU, CHUKAI",24000,KEMAMAN,098502723,098502724,TBA2044@moe.edu.my,Bandar,SK,945.0,72.0,ADA,ADA,103.42,4.24384
